,uid,reg_date,device,gender,country,age,Flag
62,76906161.0,2017-11-08T00:00:00Z,and,F,TUR,26,Test
63,65194975.0,2017-12-13T00:00:00Z,and,F,CAN,25,Test
64,26829700.0,2016-08-22T00:00:00Z,and,M,USA,17,Control
65,49518970.0,2015-06-05T00:00:00Z,and,M,USA,21,Control
66,90279488.0,2018-02-14T00:00:00Z,and,F,CAN,26,Test
67,98435331.0,2017-07-19T00:00:00Z,iOS,M,BRA,21,Test
68,44131918.0,2015-08-25T00:00:00Z,iOS,F,USA,25,Test
69,84379156.0,2017-04-03T00:00:00Z,and,F,DEU,25,Test
70,69978208.0,2017-03-14T00:00:00Z,iOS,M,USA,16,Control
71,21353457.0,2016-08-11T00:00:00Z,iOS,M,BRA,27,Test
72,66807153.0,2016-05-08T00:00:00Z,iOS,M,USA,24,Test
73,76040729.0,2016-03-30T00:00:00Z,iOS,F,USA,15,Control
74,13017133.0,2017-07-10T00:00:00Z,iOS,F,CAN,15,Test
75,93400428.0,2017-07-23T00:00:00Z,and,M,BRA,18,Control
76,29834438.0,2017-12-01T00:00:00Z,iOS,F,TUR,29,Test
77,56024697.0,2018-03-17T00:00:00Z,and,M,BRA,16,Control
78,11300465.0,2016-01-19T00:00:00Z,iOS,M,FRA,21,Control
79,26000101.0,2017-03-25T00:00:00Z,and,F,TUR,19,Test
80,70069860.0,2017-12-19T00:00:00Z,and,F,BRA,17,Control
81,41635199.0,2016-07-26T00:00:00Z,iOS,F,BRA,22,Test
82,13052437.0,2017-01-24T00:00:00Z,and,M,TUR,15,Test
83,76307974.0,2017-05-07T00:00:00Z,and,F,TUR,21,Test
84,64522849.0,2015-09-10T00:00:00Z,and,M,BRA,25,Test
85,73145820.0,2018-01-23T00:00:00Z,and,F,DEU,26,Test
86,79004184.0,2018-02-16T00:00:00Z,iOS,F,DEU,21,Test
87,30120100.0,2017-12-24T00:00:00Z,and,F,DEU,31,Control
88,65930247.0,2018-02-21T00:00:00Z,iOS,F,USA,17,Test
89,74650949.0,2017-03-29T00:00:00Z,iOS,F,BRA,27,Control
90,85383645.0,2017-08-31T00:00:00Z,iOS,M,DEU,33,Control
91,77818106.0,2017-07-19T00:00:00Z,iOS,M,USA,16,Test
92,92922505.0,2018-02-16T00:00:00Z,and,M,TUR,16,Test
93,36855383.0,2017-10-24T00:00:00Z,and,F,USA,18,Test
94,15917829.0,2017-11-27T00:00:00Z,and,F,USA,36,Control
95,12235632.0,2017-05-13T00:00:00Z,and,M,BRA,17,Test
96,19663729.0,2017-07-09T00:00:00Z,iOS,M,DEU,19,Test
97,22599212.0,2015-06-23T00:00:00Z,iOS,M,DEU,42,Control
98,67728035.0,2018-02-28T00:00:00Z,iOS,M,CAN,29,Control
99,17703699.0,2017-05-03T00:00:00Z,and,M,USA,49,Test
100,89061574.0,2018-02-18T00:00:00Z,iOS,F,FRA,22,Control
101,46616311.0,2017-05-02T00:00:00Z,and,F,USA,17,Control
102,37708111.0,2017-07-27T00:00:00Z,and,M,USA,16,Control
103,58745144.0,2017-08-22T00:00:00Z,and,M,USA,31,Test
104,89312230.0,2016-09-20T00:00:00Z,and,M,DEU,21,Control
105,41276426.0,2017-12-15T00:00:00Z,and,F,USA,22,Test
106,64982850.0,2018-01-13T00:00:00Z,iOS,F,USA,29,Test
107,91510205.0,2018-02-07T00:00:00Z,and,F,USA,23,Test
108,31291327.0,2018-01-30T00:00:00Z,and,F,USA,15,Test
109,23495692.0,2015-04-02T00:00:00Z,and,M,DEU,19,Test
110,37983963.0,2017-10-05T00:00:00Z,iOS,M,BRA,17,Test
111,61104056.0,2018-03-18T00:00:00Z,and,M,USA,18,Control
112,80423456.0,2016-08-27T00:00:00Z,and,M,USA,18,Control
113,21367178.0,2017-11-04T00:00:00Z,and,M,USA,18,Control
114,15446544.0,2017-03-28T00:00:00Z,and,M,TUR,16,Control
115,34348321.0,2017-03-29T00:00:00Z,iOS,M,BRA,32,Control
116,27250031.0,2017-12-06T00:00:00Z,and,M,BRA,41,Test
117,82911971.0,2018-01-05T00:00:00Z,iOS,M,BRA,20,Control
118,28043369.0,2017-10-09T00:00:00Z,and,M,TUR,28,Test
119,23240242.0,2017-02-16T00:00:00Z,iOS,F,USA,24,Test
120,21255196.0,2017-04-19T00:00:00Z,and,M,USA,18,Test
121,86951624.0,2018-01-06T00:00:00Z,iOS,M,FRA,16,Test
122,82087794.0,2018-03-05T00:00:00Z,and,F,FRA,15,Test
123,45539720.0,2017-03-13T00:00:00Z,iOS,M,USA,19,Control
124,74082748.0,2016-12-17T00:00:00Z,and,M,USA,24,Test
125,84056042.0,2016-11-29T00:00:00Z,and,F,DEU,16,Control
126,75610381.0,2018-03-17T00:00:00Z,iOS,M,DEU,44,Control
127,46473919.0,2016-05-13T00:00:00Z,and,M,USA,16,Test
128,88405114.0,2017-01-24T00:00:00Z,iOS,M,TUR,15,Test
129,86575740.0,2016-10-11T00:00:00Z,and,M,USA,29,Control
130,66903115.0,2017-07-23T00:00:00Z,iOS,F,USA,15,Test
131,56367460.0,2017-09-20T00:00:00Z,iOS,F,USA,45,Test
132,70285355.0,2018-02-03T00:00:00Z,and,F,USA,27,Test
133,82028666.0,2017-11-17T00:00:00Z,and,F,TUR,21,Test
134,71865028.0,2017-02-03T00:00:00Z,and,M,DEU,62,Test
135,81301813.0,2017-12-26T00:00:00Z,and,M,USA,20,Test
136,51284237.0,2015-07-05T00:00:00Z,and,M,USA,36,Test
137,86850383.0,2016-12-16T00:00:00Z,and,M,USA,30,Test
138,16558533.0,2017-03-26T00:00:00Z,and,F,TUR,18,Test
139,49228019.0,2018-03-10T00:00:00Z,iOS,F,BRA,25,Test
140,89674483.0,2017-04-08T00:00:00Z,and,F,DEU,22,Test
141,88961531.0,2017-08-18T00:00:00Z,and,M,CAN,23,Control
142,85455628.0,2018-01-24T00:00:00Z,iOS,M,USA,48,Control
143,59293403.0,2017-12-20T00:00:00Z,and,F,USA,16,Control
144,88322199.0,2016-07-04T00:00:00Z,and,F,USA,21,Control
145,48305799.0,2017-08-19T00:00:00Z,and,F,USA,27,Test
146,82906474.0,2017-07-11T00:00:00Z,iOS,M,BRA,18,Control
147,24730305.0,2018-03-05T00:00:00Z,and,M,CAN,16,Control
148,80640361.0,2018-01-30T00:00:00Z,and,M,USA,27,Control
149,89804397.0,2015-05-24T00:00:00Z,and,F,DEU,26,Test
150,84866161.0,2017-12-24T00:00:00Z,iOS,F,BRA,17,Test
151,75572676.0,2018-03-15T00:00:00Z,and,F,USA,25,Control
152,19621049.0,2015-04-07T00:00:00Z,and,F,BRA,35,Test
153,98826375.0,2017-09-22T00:00:00Z,and,F,BRA,19,Test
154,80808121.0,2015-10-18T00:00:00Z,iOS,F,DEU,23,Test
155,18371498.0,2017-12-04T00:00:00Z,iOS,M,USA,22,Test
156,29810365.0,2018-02-01T00:00:00Z,iOS,F,CAN,22,Test
157,14643990.0,2017-07-02T00:00:00Z,and,F,CAN,17,Control
158,76238791.0,2017-05-25T00:00:00Z,iOS,M,BRA,23,Test
159,63554935.0,2018-03-05T00:00:00Z,and,M,BRA,16,Test
160,12010899.0,2017-06-29T00:00:00Z,and,M,DEU,15,Test
161,86820480.0,2018-01-15T00:00:00Z,and,M,DEU,23,Test
162,68314120.0,2017-09-12T00:00:00Z,and,F,FRA,22,Control
163,76719622.0,2018-01-23T00:00:00Z,and,M,TUR,17,Control
164,43552451.0,2017-09-12T00:00:00Z,and,M,DEU,15,Test
165,43440831.0,2018-01-15T00:00:00Z,and,F,BRA,22,Test
166,99980066.0,2015-07-04T00:00:00Z,iOS,M,TUR,24,Test
167,20275625.0,2017-09-21T00:00:00Z,and,F,USA,25,Test
168,49191638.0,2017-09-02T00:00:00Z,and,F,CAN,22,Test
169,46372689.0,2018-02-15T00:00:00Z,and,M,USA,35,Test
170,14127324.0,2017-07-02T00:00:00Z,iOS,F,USA,18,Test
171,57104126.0,2017-08-16T00:00:00Z,and,F,FRA,15,Test
172,73900921.0,2017-04-22T00:00:00Z,iOS,M,TUR,18,Control
173,78368042.0,2016-09-27T00:00:00Z,and,M,BRA,16,Control
174,53419895.0,2018-03-16T00:00:00Z,and,M,TUR,17,Test
175,57859524.0,2017-09-06T00:00:00Z,iOS,M,TUR,27,Test
176,44562562.0,2016-11-27T00:00:00Z,and,F,USA,33,Control
177,82748689.0,2016-05-23T00:00:00Z,and,M,CAN,28,Test
178,42232649.0,2017-08-17T00:00:00Z,iOS,M,BRA,15,Test
179,73337819.0,2016-11-13T00:00:00Z,iOS,M,BRA,24,Test
180,71939216.0,2018-01-26T00:00:00Z,iOS,F,USA,18,Test
181,55677620.0,2016-07-14T00:00:00Z,and,F,BRA,32,Test
182,38271032.0,2017-04-09T00:00:00Z,and,M,USA,17,Test
183,79279526.0,2017-06-08T00:00:00Z,iOS,F,USA,17,Test
184,44650512.0,2017-02-24T00:00:00Z,iOS,M,USA,17,Test
185,96667821.0,2018-03-14T00:00:00Z,and,M,DEU,20,Test
186,58656099.0,2016-07-12T00:00:00Z,iOS,F,USA,29,Control
187,44410606.0,2017-12-24T00:00:00Z,iOS,F,USA,26,Test
188,94090865.0,2016-02-12T00:00:00Z,and,M,TUR,16,Test
189,46934052.0,2016-06-28T00:00:00Z,iOS,M,USA,22,Test
190,32534439.0,2017-09-25T00:00:00Z,iOS,F,BRA,18,Control
191,57406482.0,2017-04-04T00:00:00Z,and,F,USA,17,Test
192,68017623.0,2017-01-20T00:00:00Z,iOS,M,USA,27,Test
193,90876457.0,2018-03-10T00:00:00Z,iOS,F,BRA,22,Control
194,39721983.0,2017-07-13T00:00:00Z,iOS,M,USA,18,Test
195,68905032.0,2017-11-29T00:00:00Z,and,M,TUR,23,Control
196,99201953.0,2018-03-13T00:00:00Z,and,M,BRA,32,Control
197,87378125.0,2016-10-13T00:00:00Z,and,F,USA,15,Control
198,55834439.0,2018-01-27T00:00:00Z,and,F,BRA,21,Control
199,88120639.0,2016-12-13T00:00:00Z,and,M,USA,26,Control
200,49725720.0,2017-09-23T00:00:00Z,and,F,TUR,29,Control
201,61015529.0,2017-05-13T00:00:00Z,iOS,M,TUR,22,Control
202,11153046.0,2015-07-13T00:00:00Z,iOS,F,USA,23,Test
203,26979863.0,2017-01-23T00:00:00Z,iOS,M,USA,19,Test
204,12001630.0,2018-03-09T00:00:00Z,and,M,TUR,20,Test
205,43380887.0,2017-12-22T00:00:00Z,and,F,CAN,27,Test
206,99472712.0,2017-06-22T00:00:00Z,and,F,BRA,20,Control
207,18473785.0,2017-10-15T00:00:00Z,iOS,M,BRA,18,Control
208,99309406.0,2017-08-11T00:00:00Z,and,F,USA,39,Control
209,94633014.0,2017-02-09T00:00:00Z,iOS,F,TUR,31,Control
210,81870014.0,2015-04-26T00:00:00Z,and,M,BRA,18,Test
211,86042841.0,2016-03-11T00:00:00Z,iOS,M,USA,17,Test
212,65212296.0,2017-03-31T00:00:00Z,and,F,TUR,32,Control
213,55470182.0,2016-12-18T00:00:00Z,and,F,USA,23,Test
214,75763997.0,2016-06-12T00:00:00Z,and,F,BRA,16,Control
215,57580319.0,2016-07-04T00:00:00Z,iOS,F,USA,22,Test
216,61696341.0,2017-09-21T00:00:00Z,iOS,M,USA,19,Control
217,27871636.0,2015-09-13T00:00:00Z,and,F,USA,46,Control
218,57311167.0,2018-02-06T00:00:00Z,and,F,USA,15,Control
219,58068240.0,2016-03-05T00:00:00Z,and,F,USA,22,Control
220,92125164.0,2018-02-13T00:00:00Z,iOS,F,USA,19,Test
221,72992651.0,2018-01-06T00:00:00Z,iOS,F,DEU,18,Test
222,69489891.0,2016-02-03T00:00:00Z,and,F,BRA,19,Test
223,44074776.0,2018-03-07T00:00:00Z,iOS,F,BRA,15,Test
224,73639526.0,2017-07-07T00:00:00Z,iOS,F,USA,31,Test
225,55333636.0,2017-12-11T00:00:00Z,and,F,USA,15,Test
226,18225818.0,2017-11-16T00:00:00Z,and,F,FRA,17,Control
227,67144708.0,2017-10-24T00:00:00Z,and,F,USA,29,Test
228,87801530.0,2017-06-03T00:00:00Z,iOS,F,BRA,41,Control
229,19142545.0,2017-07-07T00:00:00Z,iOS,F,DEU,20,Control
230,76557144.0,2018-01-08T00:00:00Z,and,F,USA,22,Test
231,64075836.0,2017-07-10T00:00:00Z,and,M,FRA,20,Test
232,78334743.0,2016-11-17T00:00:00Z,and,M,USA,26,Test
233,25473017.0,2016-05-06T00:00:00Z,iOS,F,USA,16,Test
234,37502151.0,2017-05-25T00:00:00Z,iOS,F,BRA,16,Control
235,34956713.0,2017-10-04T00:00:00Z,iOS,M,TUR,19,Control
236,44437453.0,2015-07-10T00:00:00Z,iOS,F,TUR,22,Test
237,15034712.0,2017-12-07T00:00:00Z,iOS,M,TUR,16,Test
238,57785029.0,2016-10-31T00:00:00Z,iOS,M,USA,27,Test
239,58364699.0,2017-06-07T00:00:00Z,iOS,M,DEU,28,Control
240,71937671.0,2016-03-28T00:00:00Z,iOS,F,DEU,15,Control
241,17739937.0,2018-01-31T00:00:00Z,and,M,BRA,16,Test
242,58418749.0,2017-11-19T00:00:00Z,iOS,F,USA,21,Test
243,91553462.0,2018-01-12T00:00:00Z,and,M,TUR,16,Control
244,83693497.0,2017-02-17T00:00:00Z,iOS,M,USA,18,Control
245,26206386.0,2016-05-07T00:00:00Z,and,F,FRA,28,Test
246,12295769.0,2017-01-06T00:00:00Z,and,F,DEU,30,Control
247,46478586.0,2017-05-05T00:00:00Z,and,M,TUR,30,Test
248,67716800.0,2017-12-18T00:00:00Z,iOS,M,BRA,19,Test
249,54810234.0,2017-03-15T00:00:00Z,and,F,BRA,16,Test
250,65031962.0,2017-07-24T00:00:00Z,and,M,USA,23,Test
251,21964824.0,2018-03-04T00:00:00Z,iOS,F,TUR,15,Control
252,93004711.0,2017-04-22T00:00:00Z,and,M,DEU,24,Test
253,14167613.0,2018-02-27T00:00:00Z,iOS,M,CAN,37,Control
254,30910649.0,2017-12-01T00:00:00Z,and,F,TUR,15,Control
255,32283870.0,2016-08-22T00:00:00Z,iOS,F,TUR,25,Control
256,18831596.0,2018-01-15T00:00:00Z,iOS,F,BRA,33,Test
257,56742706.0,2016-09-01T00:00:00Z,and,F,USA,17,Test
258,92427121.0,2017-08-28T00:00:00Z,and,M,BRA,25,Control
259,16832651.0,2018-02-15T00:00:00Z,iOS,M,USA,19,Test
260,57330148.0,2015-07-28T00:00:00Z,iOS,M,BRA,30,Control
261,58700485.0,2017-04-09T00:00:00Z,and,M,FRA,16,Test
262,24069510.0,2017-12-27T00:00:00Z,and,F,TUR,21,Test
263,58614173.0,2017-11-19T00:00:00Z,and,M,DEU,30,Control
264,50585772.0,2015-08-24T00:00:00Z,and,F,USA,38,Test
265,20335164.0,2016-07-16T00:00:00Z,iOS,F,BRA,19,Test
266,41047760.0,2015-09-04T00:00:00Z,iOS,F,CAN,19,Control
267,63182097.0,2017-04-03T00:00:00Z,iOS,F,BRA,17,Control
268,87525475.0,2017-06-16T00:00:00Z,iOS,M,DEU,17,Control
269,67217881.0,2015-11-21T00:00:00Z,iOS,M,USA,24,Test
270,75557946.0,2017-06-21T00:00:00Z,and,F,USA,15,Test
271,95129508.0,2015-12-20T00:00:00Z,and,F,BRA,28,Test
272,92983490.0,2018-03-04T00:00:00Z,and,F,DEU,20,Control
273,58904519.0,2018-02-21T00:00:00Z,iOS,F,USA,22,Control
274,63245432.0,2016-12-04T00:00:00Z,and,F,FRA,20,Test
275,55229822.0,2018-01-16T00:00:00Z,and,F,BRA,27,Test
276,93535360.0,2017-01-25T00:00:00Z,and,M,USA,25,Test
277,46497663.0,2017-08-22T00:00:00Z,iOS,F,BRA,17,Test
278,99916096.0,2017-09-27T00:00:00Z,and,F,USA,18,Control
279,99888805.0,2016-12-02T00:00:00Z,iOS,M,USA,15,Control
280,56796198.0,2017-12-29T00:00:00Z,and,F,TUR,54,Control
281,95674089.0,2016-05-21T00:00:00Z,and,M,BRA,34,Control
282,96840524.0,2017-03-07T00:00:00Z,and,M,DEU,36,Control
283,96282239.0,2016-06-28T00:00:00Z,iOS,M,USA,34,Test
284,68791188.0,2017-10-14T00:00:00Z,and,M,USA,27,Test
285,46187879.0,2018-02-02T00:00:00Z,iOS,M,USA,21,Control
286,13537603.0,2016-06-18T00:00:00Z,iOS,F,BRA,26,Test
287,61838163.0,2017-05-10T00:00:00Z,and,M,CAN,31,Test
288,87242107.0,2017-11-24T00:00:00Z,iOS,M,DEU,17,Test
289,30962180.0,2018-02-01T00:00:00Z,and,F,TUR,25,Control
290,21633394.0,2017-04-15T00:00:00Z,iOS,F,DEU,26,Test
291,69804359.0,2017-12-30T00:00:00Z,iOS,F,USA,25,Control
292,36555876.0,2017-04-20T00:00:00Z,and,F,BRA,31,Test
293,14464531.0,2017-09-16T00:00:00Z,iOS,F,BRA,16,Test
294,25435628.0,2017-01-24T00:00:00Z,and,F,BRA,30,Control
295,94460667.0,2018-01-13T00:00:00Z,and,F,USA,22,Test
296,70314912.0,2018-02-20T00:00:00Z,iOS,F,BRA,22,Control
297,43300676.0,2016-01-13T00:00:00Z,and,F,TUR,18,Control
298,28973284.0,2017-07-19T00:00:00Z,iOS,F,FRA,15,Test
299,85226112.0,2018-01-26T00:00:00Z,and,M,USA,16,Test
300,87948327.0,2016-06-11T00:00:00Z,iOS,F,TUR,15,Control
301,82032467.0,2018-02-23T00:00:00Z,and,F,FRA,17,Control
302,70815497.0,2018-02-20T00:00:00Z,iOS,M,BRA,18,Control
303,85953695.0,2017-05-17T00:00:00Z,and,F,FRA,24,Control
304,16868908.0,2017-08-10T00:00:00Z,and,M,FRA,27,Test
305,89180970.0,2016-01-30T00:00:00Z,iOS,M,USA,33,Test
306,29160614.0,2017-10-06T00:00:00Z,and,F,DEU,66,Test
307,61685054.0,2018-01-15T00:00:00Z,and,M,BRA,20,Control
308,81384864.0,2018-03-12T00:00:00Z,and,M,USA,15,Control
309,19133823.0,2017-08-05T00:00:00Z,iOS,M,USA,27,Test
310,78429993.0,2017-09-16T00:00:00Z,and,M,CAN,26,Test
311,27462048.0,2015-01-27T00:00:00Z,iOS,M,USA,52,Control
312,40474662.0,2017-12-24T00:00:00Z,and,M,BRA,17,Test
313,51692532.0,2018-02-18T00:00:00Z,iOS,F,DEU,16,Test
314,36282124.0,2017-03-02T00:00:00Z,and,F,USA,16,Control
315,19238249.0,2017-08-24T00:00:00Z,iOS,F,USA,19,Test
316,93321090.0,2017-12-01T00:00:00Z,iOS,M,USA,22,Test
317,16376777.0,2018-01-29T00:00:00Z,and,F,USA,19,Test
318,41196200.0,2017-01-02T00:00:00Z,and,M,BRA,30,Test
319,54143576.0,2016-02-28T00:00:00Z,and,M,BRA,16,Control
320,55999122.0,2017-11-07T00:00:00Z,iOS,F,USA,28,Test
321,51002072.0,2018-03-12T00:00:00Z,iOS,F,USA,20,Test
322,63984210.0,2018-02-21T00:00:00Z,iOS,F,TUR,17,Test
323,34478937.0,2018-03-17T00:00:00Z,iOS,F,DEU,18,Test
324,94231640.0,2016-11-01T00:00:00Z,and,F,FRA,23,Control
325,75633715.0,2016-07-28T00:00:00Z,and,F,DEU,15,Control
326,92733510.0,2015-08-24T00:00:00Z,and,M,BRA,15,Control
327,61437147.0,2017-12-12T00:00:00Z,and,M,USA,19,Test
328,13038192.0,2017-08-24T00:00:00Z,iOS,M,BRA,16,Control
329,15753947.0,2017-03-25T00:00:00Z,and,M,BRA,44,Test
330,75808644.0,2018-01-08T00:00:00Z,and,M,BRA,19,Control
331,44250519.0,2015-08-26T00:00:00Z,iOS,F,BRA,19,Test
332,29647008.0,2018-03-18T00:00:00Z,and,F,USA,17,Test
333,79280021.0,2018-02-25T00:00:00Z,and,M,TUR,21,Test
334,18300935.0,2018-02-01T00:00:00Z,iOS,F,FRA,17,Test
335,22995892.0,2016-06-15T00:00:00Z,and,F,TUR,23,Control
336,18449695.0,2018-03-17T00:00:00Z,and,F,BRA,26,Test
337,61563519.0,2016-12-16T00:00:00Z,and,M,TUR,15,Test
338,81403954.0,2018-02-26T00:00:00Z,and,F,USA,19,Control
339,77557879.0,2017-01-18T00:00:00Z,and,F,USA,34,Test
340,70732915.0,2018-01-23T00:00:00Z,iOS,F,BRA,35,Control
341,87007456.0,2018-01-30T00:00:00Z,iOS,F,CAN,26,Test
342,83628076.0,2017-07-29T00:00:00Z,and,M,DEU,38,Test
343,84424030.0,2018-03-09T00:00:00Z,and,F,USA,34,Test
344,25194914.0,2017-07-19T00:00:00Z,and,M,BRA,19,Control
345,79721979.0,2018-02-15T00:00:00Z,and,F,TUR,16,Test
346,85470265.0,2017-03-28T00:00:00Z,and,M,DEU,21,Test
347,37679198.0,2018-03-12T00:00:00Z,and,M,BRA,25,Control
348,45105533.0,2017-09-09T00:00:00Z,and,M,USA,18,Test
349,83807431.0,2018-01-04T00:00:00Z,iOS,M,USA,55,Control
350,70564535.0,2017-12-06T00:00:00Z,and,F,DEU,21,Control
351,11376870.0,2017-07-20T00:00:00Z,iOS,M,DEU,17,Control
352,19569768.0,2017-11-24T00:00:00Z,and,F,USA,21,Control
353,62950240.0,2017-05-15T00:00:00Z,and,M,USA,16,Test
354,26897417.0,2017-04-19T00:00:00Z,and,F,BRA,24,Control
355,81386640.0,2018-03-14T00:00:00Z,iOS,M,USA,31,Control
356,89672821.0,2018-01-30T00:00:00Z,and,F,USA,16,Control
357,95718406.0,2016-11-06T00:00:00Z,and,F,USA,19,Control
358,90922815.0,2016-08-26T00:00:00Z,and,F,CAN,18,Test
359,57905765.0,2018-01-07T00:00:00Z,iOS,M,BRA,15,Control
360,14948948.0,2016-08-18T00:00:00Z,and,M,USA,25,Test
361,43777639.0,2018-03-03T00:00:00Z,iOS,F,TUR,19,Control
362,28714986.0,2017-04-15T00:00:00Z,and,F,BRA,24,Control
363,91697354.0,2017-09-27T00:00:00Z,and,F,USA,24,Control
364,72175678.0,2017-10-24T00:00:00Z,iOS,M,USA,16,Control
365,81686490.0,2017-04-04T00:00:00Z,iOS,F,TUR,24,Test
366,40439397.0,2017-11-30T00:00:00Z,iOS,F,USA,26,Control
367,24466682.0,2016-12-19T00:00:00Z,and,M,BRA,16,Test
368,53168498.0,2018-02-24T00:00:00Z,iOS,F,USA,21,Test
369,57427158.0,2017-12-15T00:00:00Z,and,F,USA,21,Control
370,31446151.0,2017-01-04T00:00:00Z,iOS,M,USA,16,Test
371,93381363.0,2018-03-04T00:00:00Z,and,M,USA,20,Test
372,17438616.0,2017-06-16T00:00:00Z,and,M,USA,23,Test
373,42220050.0,2017-08-11T00:00:00Z,iOS,F,BRA,20,Test
374,40116023.0,2017-11-26T00:00:00Z,and,F,BRA,18,Control
375,46514397.0,2017-05-06T00:00:00Z,iOS,F,USA,40,Test
376,52460347.0,2017-10-04T00:00:00Z,iOS,F,USA,18,Control
377,49042525.0,2017-10-16T00:00:00Z,and,F,TUR,39,Test
378,37044247.0,2017-06-21T00:00:00Z,and,M,USA,15,Control
379,25999385.0,2017-08-18T00:00:00Z,and,F,TUR,31,Test
380,47130379.0,2018-03-11T00:00:00Z,iOS,F,USA,46,Test
381,39086115.0,2017-03-03T00:00:00Z,iOS,M,TUR,19,Control
382,36261477.0,2018-03-09T00:00:00Z,and,M,USA,23,Control
